Database ID	Sequence ID	"Probability
(min. threshold)"	"Predicted
probability"	"Effector
prediction"	Sequence Header	Genome
436677	2164	0.9	0.995802	effector	>RHW45807.1 phage baseplate assembly protein V partial [Xylella fastidiosa subsp. fastidiosa]	IVIA5235
436679	2166	0.9	0.998497	effector	>RHW45809.1 hypothetical protein D1605_00475 [Xylella fastidiosa subsp. fastidiosa]	IVIA5235
436682	2169	0.9	0.999985	effector	>RHW45955.1 hypothetical protein D1605_00460 [Xylella fastidiosa subsp. fastidiosa]	IVIA5235
436684	2171	0.9	0.999997	effector	>RHW45957.1 hemagglutinin partial [Xylella fastidiosa subsp. fastidiosa]	IVIA5235
436685	2172	0.9	0.99993	effector	>RHW46129.1 hemagglutinin partial [Xylella fastidiosa subsp. fastidiosa]	IVIA5235
436721	2208	0.9	0.995802	effector	>RHW46996.1 phage baseplate assembly protein V partial [Xylella fastidiosa subsp. fastidiosa]	IVIA5235
436723	2210	0.9	0.999973	effector	>RHW47442.1 hemagglutinin partial [Xylella fastidiosa subsp. fastidiosa]	IVIA5235
436725	2212	0.9	0.996552	effector	>RHW48189.1 autotransporter domain-containing protein partial [Xylella fastidiosa subsp. fastidiosa]	IVIA5235
436728	2215	0.9	0.99952	effector	>RHW48249.1 hemagglutinin partial [Xylella fastidiosa subsp. fastidiosa]	IVIA5235
436740	2227	0.9	0.999015	effector	>RHW48261.1 hypothetical protein D1605_00165 partial [Xylella fastidiosa subsp. fastidiosa]	IVIA5235
436741	2228	0.9	1	effector	>RHW48442.1 cell surface protein partial [Xylella fastidiosa subsp. fastidiosa]	IVIA5235
436746	2233	0.9	0.99891	effector	>RHW48465.1 hypothetical protein D1605_00135 partial [Xylella fastidiosa subsp. fastidiosa]	IVIA5235
436747	2234	0.9	0.99999	effector	>RHW48466.1 hypothetical protein D1605_00130 partial [Xylella fastidiosa subsp. fastidiosa]	IVIA5235
436748	2235	0.9	0.999992	effector	>RHW48565.1 hypothetical protein D1605_00125 partial [Xylella fastidiosa subsp. fastidiosa]	IVIA5235
436759	2246	0.9	1	effector	>RHW48962.1 hypothetical protein D1605_00060 partial [Xylella fastidiosa subsp. fastidiosa]	IVIA5235
436762	2249	0.9	0.99974	effector	>RHW48965.1 hemolysin partial [Xylella fastidiosa subsp. fastidiosa]	IVIA5235
436767	2254	0.9	0.999971	effector	>RHW48970.1 hypothetical protein D1605_00025 partial [Xylella fastidiosa subsp. fastidiosa]	IVIA5235
436769	2256	0.9	0.988949	effector	>RHW48972.1 hypothetical protein D1605_00010 partial [Xylella fastidiosa subsp. fastidiosa]	IVIA5235
436771	2258	0.9	0.999083	effector	>RHW48974.1 hypothetical protein D1605_00005 partial [Xylella fastidiosa subsp. fastidiosa]	IVIA5235
436773	2	0.9	0.998357	effector	>RUA34276.1 hypothetical protein DX877_11915 partial [Xylella fastidiosa subsp. fastidiosa]	XYL2055
436777	6	0.9	0.998497	effector	>RUA34330.1 hypothetical protein DX877_11890 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
436779	8	0.9	0.999985	effector	>RUA34335.1 hypothetical protein DX877_11880 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
436789	18	0.9	1	effector	>RUA34445.1 hypothetical protein DX877_11825 partial [Xylella fastidiosa subsp. fastidiosa]	XYL2055
436790	19	0.9	0.999374	effector	>RUA34446.1 autotransporter domain-containing protein partial [Xylella fastidiosa subsp. fastidiosa]	XYL2055
436792	21	0.9	0.999999	effector	>RUA34456.1 hemagglutinin partial [Xylella fastidiosa subsp. fastidiosa]	XYL2055
436793	22	0.9	1	effector	>RUA34461.1 hypothetical protein DX877_11810 partial [Xylella fastidiosa subsp. fastidiosa] partial [Xylella fastidiosa subsp. fastidiosa]	XYL2055
436796	25	0.9	1	effector	>RUA34480.1 hypothetical protein DX877_11795 partial [Xylella fastidiosa subsp. fastidiosa] partial [Xylella fastidiosa subsp. fastidiosa]	XYL2055
436799	28	0.9	1	effector	>RUA34494.1 hypothetical protein DX877_11780 partial [Xylella fastidiosa subsp. fastidiosa] partial [Xylella fastidiosa subsp. fastidiosa]	XYL2055
436804	33	0.9	0.994728	effector	>RUA34516.1 hypothetical protein DX877_11760 partial [Xylella fastidiosa subsp. fastidiosa]	XYL2055
436810	39	0.9	0.99042	effector	>RUA34561.1 phage baseplate protein partial [Xylella fastidiosa subsp. fastidiosa]	XYL2055
436828	57	0.9	0.999981	effector	>RUA34679.1 hypothetical protein DX877_11605 partial [Xylella fastidiosa subsp. fastidiosa]	XYL2055
436882	111	0.9	0.99042	effector	>RUA34891.1 phage baseplate protein partial [Xylella fastidiosa subsp. fastidiosa]	XYL2055
436888	117	0.9	0.999999	effector	>RUA34916.1 hemagglutinin partial [Xylella fastidiosa subsp. fastidiosa]	XYL2055
436943	172	0.9	0.999375	effector	>RUA35160.1 hypothetical protein DX877_10980 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
436963	192	0.9	0.997779	effector	>RUA35209.1 hemagglutinin [Xylella fastidiosa subsp. fastidiosa]	XYL2055
436976	205	0.9	0.992282	effector	>RUA35250.1 transposase [Xylella fastidiosa subsp. fastidiosa]	XYL2055
436996	225	0.9	0.99987	effector	>RUA35302.1 hypothetical protein DX877_10690 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437052	281	0.9	0.999472	effector	>RUA35506.1 M23 family peptidase partial [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437057	286	0.9	1	effector	>RUA35511.1 hypothetical protein DX877_10330 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437116	345	0.9	0.98868	effector	>RUA35646.1 hypothetical protein DX877_10090 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437137	366	0.9	0.999269	effector	>RUA35708.1 single-stranded DNA-binding protein [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437140	369	0.9	0.999994	effector	>RUA35736.1 hypothetical protein DX877_09845 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437169	398	0.9	0.999958	effector	>RUA35806.1 hypothetical protein DX877_09735 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437183	412	0.9	1	effector	>RUA35841.1 hypothetical protein DX877_09690 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437231	460	0.9	0.986345	effector	>RUA35977.1 OmpW family protein [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437255	484	0.9	0.996504	effector	>RUA36023.1 hypothetical protein DX877_09250 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437281	510	0.9	1	effector	>RUA36072.1 hypothetical protein DX877_09165 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437282	511	0.9	0.992556	effector	>RUA36073.1 hypothetical protein DX877_09170 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437287	516	0.9	0.995068	effector	>RUA36104.1 prepilin-type N-terminal cleavage/methylation domain-containing protein [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437327	556	0.9	1	effector	>RUA36178.1 polyvinylalcohol dehydrogenase partial [Xylella fastidiosa subsp. fastidiosa] partial [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437329	558	0.9	0.999976	effector	>RUA36205.1 adhesin partial [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437393	622	0.9	1	effector	>RUA36346.1 hypothetical protein DX877_08415 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437395	624	0.9	1	effector	>RUA36348.1 hypothetical protein DX877_08440 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437412	641	0.9	0.997802	effector	>RUA36365.1 50S ribosomal protein L34 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437422	651	0.9	0.999838	effector	>RUA36408.1 hypothetical protein DX877_08275 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437428	657	0.9	0.999064	effector	>RUA36414.1 hypothetical protein DX877_08305 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437453	682	0.9	0.999714	effector	>RUA36480.1 hypothetical protein DX877_08090 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437492	721	0.9	0.998806	effector	>RUA36556.1 hypothetical protein DX877_07900 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437499	728	0.9	0.988278	effector	>RUA36563.1 TonB-dependent receptor [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437516	745	0.9	0.99955	effector	>RUA36580.1 polyvinylalcohol dehydrogenase partial [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437526	755	0.9	0.992152	effector	>RUA36623.1 hypothetical protein DX877_07720 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437538	767	0.9	0.999999	effector	>RUA36635.1 hypothetical protein DX877_07785 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437640	869	0.9	0.995026	effector	>RUA36867.1 hypothetical protein DX877_07100 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437672	901	0.9	0.989096	effector	>RUA36899.1 TonB-dependent receptor [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437745	974	0.9	0.989927	effector	>RUA37128.1 50S ribosomal protein L32 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437808	1037	0.9	0.999996	effector	>RUA37249.1 autotransporter adhesin partial [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437834	1063	0.9	0.994064	effector	>RUA37328.1 TonB-dependent receptor [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437845	1074	0.9	0.992692	effector	>RUA37339.1 hypothetical protein DX877_06175 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437856	1085	0.9	0.999984	effector	>RUA37350.1 hypothetical protein DX877_06090 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437889	1118	0.9	0.999999	effector	>RUA37445.1 30S ribosomal protein THX [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437909	1138	0.9	0.99926	effector	>RUA37529.1 autotransporter adhesin partial [Xylella fastidiosa subsp. fastidiosa]	XYL2055
437963	1192	0.9	0.999986	effector	>RUA37583.1 hypothetical protein DX877_05615 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438009	1238	0.9	0.996325	effector	>RUA37690.1 hypothetical protein DX877_05320 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438059	1288	0.9	1	effector	>RUA37809.1 cold-shock protein [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438088	1317	0.9	0.988214	effector	>RUA37838.1 dehydrogenase [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438104	1333	0.9	0.993623	effector	>RUA37854.1 hypothetical protein DX877_05045 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438117	1346	0.9	0.999833	effector	>RUA37944.1 hypothetical protein DX877_04265 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438176	1405	0.9	0.999999	effector	>RUA38003.1 type 1 fimbrial protein [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438290	1519	0.9	0.999954	effector	>RUA38274.1 hypothetical protein DX877_03460 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438345	1574	0.9	0.998521	effector	>RUA38329.1 hypothetical protein DX877_03745 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438362	1591	0.9	1	effector	>RUA38346.1 phage terminase large subunit family protein partial [Xylella fastidiosa subsp. fastidiosa] partial [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438369	1598	0.9	0.998021	effector	>RUA38440.1 colicin V synthesis protein [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438370	1599	0.9	0.989373	effector	>RUA38441.1 hypothetical protein DX877_02905 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438381	1610	0.9	0.999258	effector	>RUA38452.1 hypothetical protein DX877_02965 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438413	1642	0.9	1	effector	>RUA38484.1 hypothetical protein DX877_03160 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438453	1682	0.9	1	effector	>RUA38619.1 hypothetical protein DX877_02410 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438478	1707	0.9	1	effector	>RUA38644.1 hypothetical protein DX877_02555 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438479	1708	0.9	0.999875	effector	>RUA38645.1 hypothetical protein DX877_02560 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438480	1709	0.9	0.995802	effector	>RUA38646.1 hypothetical protein DX877_02565 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438503	1732	0.9	1	effector	>RUA38669.1 14-beta-cellobiosidase [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438504	1733	0.9	0.994107	effector	>RUA38670.1 autotransporter [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438512	1741	0.9	0.998445	effector	>RUA38678.1 hypothetical protein DX877_02755 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438541	1770	0.9	0.999296	effector	>RUA38858.1 hypothetical protein DX877_01775 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438583	1812	0.9	0.994453	effector	>RUA38900.1 30S ribosomal protein S14 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438593	1822	0.9	0.986812	effector	>RUA38910.1 50S ribosomal protein L23 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438640	1869	0.9	1	effector	>RUA38957.1 hypothetical protein DX877_02350 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438653	1882	0.9	0.999766	effector	>RUA39141.1 adhesin partial [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438666	1895	0.9	0.999998	effector	>RUA39154.1 hypothetical protein DX877_00985 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438753	1982	0.9	0.987191	effector	>RUA39241.1 lipopolysaccharide transport periplasmic protein LptA [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438774	2003	0.9	0.996821	effector	>RUA39262.1 hypothetical protein DX877_01580 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438815	2044	0.9	0.999407	effector	>RUA39431.1 cold-shock protein [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438817	2046	0.9	0.99998	effector	>RUA39433.1 hypothetical protein DX877_00030 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438835	2064	0.9	0.997927	effector	>RUA39451.1 glutaredoxin 3 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438846	2075	0.9	0.999745	effector	>RUA39462.1 hypothetical protein DX877_00185 [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438882	2111	0.9	0.989856	effector	>RUA39498.1 prepilin-type cleavage/methylation domain-containing protein [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438884	2113	0.9	0.999842	effector	>RUA39500.1 prepilin-type cleavage/methylation domain-containing protein [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438952	2181	0.9	0.999997	effector	>RUA39568.1 endoglucanase [Xylella fastidiosa subsp. fastidiosa]	XYL2055
438997	12	0.9	1	effector	>RUA34462.1 hypothetical protein DX878_117354 partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439000	15	0.9	1	effector	>RUA34481.1 hypothetical protein DX878_11720 partial [Xylella fastidiosa subsp. fastidiosa] partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439001	16	0.9	0.994728	effector	>RUA34492.1 hypothetical protein DX878_11710 partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439003	18	0.9	0.998214	effector	>RUA34503.1 phage major capsid protein partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439004	19	0.9	0.998497	effector	>RUA34504.1 hypothetical protein DX878_11700 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439007	22	0.9	0.999985	effector	>RUA34513.1 hypothetical protein DX878_11685 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439008	23	0.9	0.998214	effector	>RUA34514.1 phage major capsid protein partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439012	27	0.9	0.999822	effector	>RUA34543.1 colicin V synthesis protein partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439013	28	0.9	0.999998	effector	>RUA34544.1 bacteriocin partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439016	31	0.9	0.99042	effector	>RUA34558.1 phage baseplate protein partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439022	37	0.9	0.996552	effector	>RUA34611.1 autotransporter domain-containing protein partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439026	41	0.9	0.999928	effector	>RUA34636.1 hemagglutinin partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439028	43	0.9	0.999991	effector	>RUA34653.1 hemagglutinin-related protein partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439052	67	0.9	0.999956	effector	>RUA34756.1 hemagglutinin partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439078	93	0.9	0.99042	effector	>RUA34858.1 phage baseplate protein partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439120	135	0.9	0.991328	effector	>RUA35006.1 M23 family peptidase partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439123	138	0.9	0.986372	effector	>RUA35009.1 calcium-binding protein partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439149	164	0.9	0.999375	effector	>RUA35116.1 hypothetical protein DX878_10915 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439174	189	0.9	0.997779	effector	>RUA35234.1 hemagglutinin [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439180	195	0.9	0.999606	effector	>RUA35267.1 hypothetical protein DX878_10665 partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439193	208	0.9	0.992282	effector	>RUA35291.1 transposase [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439203	218	0.9	1	effector	>RUA35308.1 hypothetical protein DX878_10580 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439216	231	0.9	0.993623	effector	>RUA35347.1 hypothetical protein DX878_10545 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439282	297	0.9	0.999478	effector	>RUA35540.1 phage antirepressor protein partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439288	303	0.9	0.999996	effector	>RUA35564.1 autotransporter adhesin partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439348	363	0.9	0.999269	effector	>RUA35724.1 single-stranded DNA-binding protein [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439358	373	0.9	0.999958	effector	>RUA35751.1 hypothetical protein DX878_09760 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439366	381	0.9	0.999994	effector	>RUA35790.1 hypothetical protein DX878_09705 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439377	392	0.9	0.99987	effector	>RUA35817.1 hypothetical protein DX878_09650 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439383	398	0.9	0.999846	effector	>RUA35845.1 hypothetical protein DX878_09570 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439392	407	0.9	1	effector	>RUA35871.1 hypothetical protein DX878_09475 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439428	443	0.9	0.996504	effector	>RUA35964.1 hypothetical protein DX878_09335 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439456	471	0.9	0.986345	effector	>RUA36041.1 OmpW family protein [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439476	491	0.9	0.992556	effector	>RUA36088.1 hypothetical protein DX878_09050 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439488	503	0.9	1	effector	>RUA36100.1 hypothetical protein DX878_09055 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439492	507	0.9	0.995068	effector	>RUA36138.1 prepilin-type N-terminal cleavage/methylation domain-containing protein [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439511	526	0.9	1	effector	>RUA36184.1 polyvinylalcohol dehydrogenase partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439539	554	0.9	0.996325	effector	>RUA36247.1 hypothetical protein DX878_08675 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439560	575	0.9	0.99995	effector	>RUA36306.1 adhesin partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439649	664	0.9	0.997802	effector	>RUA36518.1 50S ribosomal protein L34 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439665	680	0.9	1	effector	>RUA36534.1 hypothetical protein DX878_08145 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439668	683	0.9	1	effector	>RUA36537.1 hypothetical protein DX878_08170 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439690	705	0.9	0.999064	effector	>RUA36595.1 hypothetical protein DX878_07980 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439696	711	0.9	0.999838	effector	>RUA36601.1 hypothetical protein DX878_08010 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439719	734	0.9	0.998521	effector	>RUA36669.1 hypothetical protein DX878_07775 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439770	785	0.9	0.99926	effector	>RUA36811.1 autotransporter adhesin partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439806	821	0.9	0.999986	effector	>RUA36847.1 hypothetical protein DX878_07520 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
439836	851	0.9	0.999714	effector	>RUA36930.1 hypothetical protein DX878_07275 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440040	1055	0.9	0.995026	effector	>RUA37387.1 hypothetical protein DX878_06195 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440056	1071	0.9	0.989096	effector	>RUA37403.1 TonB-dependent receptor [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440132	1147	0.9	0.989927	effector	>RUA37614.1 50S ribosomal protein L32 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440183	1198	0.9	0.999954	effector	>RUA37750.1 hypothetical protein DX878_05320 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440241	1256	0.9	0.998806	effector	>RUA37919.1 hypothetical protein DX878_05055 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440248	1263	0.9	0.988278	effector	>RUA37926.1 TonB-dependent receptor [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440265	1280	0.9	0.99949	effector	>RUA37943.1 polyvinylalcohol dehydrogenase partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440281	1296	0.9	0.999999	effector	>RUA38055.1 30S ribosomal protein THX [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440315	1330	0.9	0.999997	effector	>RUA38184.1 endoglucanase partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440396	1411	0.9	1	effector	>RUA38378.1 cold-shock protein [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440424	1439	0.9	0.988214	effector	>RUA38406.1 dehydrogenase [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440507	1522	0.9	0.999999	effector	>RUA38708.1 type 1 fimbrial protein [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440568	1583	0.9	0.999833	effector	>RUA38769.1 hypothetical protein DX878_03650 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440601	1616	0.9	1	effector	>RUA38802.1 hypothetical protein DX878_03020 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440632	1647	0.9	0.999258	effector	>RUA38833.1 hypothetical protein DX878_03210 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440643	1658	0.9	0.989373	effector	>RUA38844.1 hypothetical protein DX878_03270 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440644	1659	0.9	1	effector	>RUA38845.1 colicin V synthesis protein partial [Xylella fastidiosa subsp. fastidiosa] partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440660	1675	0.9	0.999999	effector	>RUA38978.1 hypothetical protein DX878_02505 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440672	1687	0.9	0.992152	effector	>RUA38990.1 hypothetical protein DX878_02570 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440700	1715	0.9	0.994064	effector	>RUA39018.1 TonB-dependent receptor [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440711	1726	0.9	0.992692	effector	>RUA39029.1 hypothetical protein DX878_02795 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440723	1738	0.9	0.999984	effector	>RUA39041.1 hypothetical protein DX878_02710 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440742	1757	0.9	0.999842	effector	>RUA39065.1 prepilin-type cleavage/methylation domain-containing protein [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440744	1759	0.9	0.989856	effector	>RUA39067.1 prepilin-type cleavage/methylation domain-containing protein [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440779	1794	0.9	0.999745	effector	>RUA39102.1 hypothetical protein DX878_02245 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440790	1805	0.9	0.997927	effector	>RUA39113.1 glutaredoxin 3 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440808	1823	0.9	0.99998	effector	>RUA39131.1 hypothetical protein DX878_02400 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440810	1825	0.9	0.999407	effector	>RUA39133.1 cold-shock protein [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440822	1837	0.9	1	effector	>RUA39309.1 hypothetical protein DX878_01355 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440871	1886	0.9	0.986812	effector	>RUA39358.1 50S ribosomal protein L23 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440880	1895	0.9	0.994453	effector	>RUA39367.1 30S ribosomal protein S14 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440923	1938	0.9	0.999296	effector	>RUA39410.1 hypothetical protein DX878_01930 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440934	1949	0.9	0.999767	effector	>RUA39609.1 adhesin partial [Xylella fastidiosa subsp. fastidiosa]	XYL1732
440947	1962	0.9	0.999998	effector	>RUA39622.1 hypothetical protein DX878_00070 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
441033	2048	0.9	0.987191	effector	>RUA39708.1 lipopolysaccharide transport periplasmic protein LptA [Xylella fastidiosa subsp. fastidiosa]	XYL1732
441054	2069	0.9	0.996821	effector	>RUA39729.1 hypothetical protein DX878_00665 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
441086	2101	0.9	1	effector	>RUA39761.1 hypothetical protein DX878_00855 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
441112	2127	0.9	1	effector	>RUA39787.1 hypothetical protein DX878_01000 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
441113	2128	0.9	0.999875	effector	>RUA39788.1 hypothetical protein DX878_01005 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
441114	2129	0.9	0.995802	effector	>RUA39789.1 hypothetical protein DX878_01010 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
441137	2152	0.9	1	effector	>RUA39812.1 14-beta-cellobiosidase [Xylella fastidiosa subsp. fastidiosa]	XYL1732
441138	2153	0.9	0.994107	effector	>RUA39813.1 autotransporter [Xylella fastidiosa subsp. fastidiosa]	XYL1732
441145	2160	0.9	0.998445	effector	>RUA39820.1 hypothetical protein DX878_01200 [Xylella fastidiosa subsp. fastidiosa]	XYL1732
441197	17	0.9	0.986345	effector	>SHG18949.1 outer membrane protein [Xylella fastidiosa]	DSM_10026
441247	67	0.9	1	effector	>SHG20270.1 Cellulose binding domain-containing protein partial [Xylella fastidiosa]	DSM_10026
441251	71	0.9	0.999982	effector	>SHG20365.1 hypothetical protein SAMN05660380_00072 [Xylella fastidiosa]	DSM_10026
441318	138	0.9	0.99984	effector	>SHG22024.1 hypothetical protein SAMN05660380_00142 [Xylella fastidiosa]	DSM_10026
441324	144	0.9	0.999842	effector	>SHG22182.1 type IV pilus assembly protein PilA [Xylella fastidiosa]	DSM_10026
